course_id,grade,user_id,course_active,course_end_enroll_time,course_name,course_start_enroll_time,user_department,user_institute,user_position,course_group,course_tag,user_gender,user_age,user_age_group,institute,state
368,B+,6239,False,01-01-2199,Basic Programming Using Python,13-01-2018,Computer Science and Engineering,Haldia Institute of Technology,Faculty,Self,Intermediate,Female,39,36-45,BA,Uttar Pradesh
412,A+,6239,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,Computer Science and Engineering,Haldia Institute of Technology,Postgraduate Student,Self,Basic,Male,57,56-65,AD,Gujarat
451,A,6239,False,06-05-2018,Basic Programming Using Python(01 - 30April),30-03-2018,Computer Science and Engineering,Haldia Institute of Technology,Faculty,Self,Intermediate,Male,54,46-55,CX,Chhattisgarh
368,A+,6133,False,01-01-2199,Basic Programming Using Python,13-01-2018,Electronics & communication Engineering,Sree Rama Engineering College,Graduate Student,Self,Basic,Male,16,16-25,CR,Tripura
368,C,6252,False,01-01-2199,Basic Programming Using Python,13-01-2018,ELECTRONICS AND TELECOMMUNICATIONS,Bhilai Institute of Technology Durg C.G.,Graduate Student,Self,Intermediate,Female,42,36-45,DQ,Bihar
412,B,6252,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,ELECTRONICS AND TELECOMMUNICATIONS,Bhilai Institute of Technology Durg C.G.,Postgraduate Student,Self,Intermediate,Male,43,36-45,CE,Tripura
364,P,5220,False,17-01-2018,"Basic Programming Using Python,Lal Bahadur Shastri Institute of Management, Delhi",12-01-2018,MCA,LBSIM,Faculty,Self,Intermediate,Male,47,46-55,BV,Himachal Pradesh
364,B+,5271,False,17-01-2018,"Basic Programming Using Python,Lal Bahadur Shastri Institute of Management, Delhi",12-01-2018,MCA,Lal Bahadur Shastri Institute,Graduate Student,Self,Advanced,Female,18,16-25,AN,Kerala
364,A+,5542,False,17-01-2018,"Basic Programming Using Python,Lal Bahadur Shastri Institute of Management, Delhi",12-01-2018,COMPUTER SCIENCE,LAL BAHADUR SHASTRI INSTITUTE OF MANAGEMENT,Faculty,Self,Advanced,Male,33,26-35,BX,West Bengal
364,B+,5241,False,17-01-2018,"Basic Programming Using Python,Lal Bahadur Shastri Institute of Management, Delhi",12-01-2018,COMPUTER SCIENCE,LAL BHADUR SHASTRI INSTITUE OF MANAGEMENT,Graduate Student,Self,Basic,Male,34,26-35,DL,Assam
364,A+,5234,False,17-01-2018,"Basic Programming Using Python,Lal Bahadur Shastri Institute of Management, Delhi",12-01-2018,Computers (MCA),Lbsim,Postgraduate Student,Self,Advanced,Male,36,36-45,AW,Gujarat
364,B+,5528,False,17-01-2018,"Basic Programming Using Python,Lal Bahadur Shastri Institute of Management, Delhi",12-01-2018,MCA,Lal bahadur shastri institue of management,Graduate Student,Self,Intermediate,Male,18,16-25,BL,Manipur
364,C,5238,False,17-01-2018,"Basic Programming Using Python,Lal Bahadur Shastri Institute of Management, Delhi",12-01-2018,MCA,Lal Bahadur Shastri Institute of Management,Graduate Student,Self,Basic,Female,20,16-25,AI,Chhattisgarh
364,P,5219,False,17-01-2018,"Basic Programming Using Python,Lal Bahadur Shastri Institute of Management, Delhi",12-01-2018,MCA,Lal bahadur shastri institute of management,Postgraduate Student,Self,Advanced,Male,59,56-65,BJ,Orissa
364,B,5538,False,17-01-2018,"Basic Programming Using Python,Lal Bahadur Shastri Institute of Management, Delhi",12-01-2018,MCA,Lal Bahadur Shastri Institute of Management,Faculty,Self,Intermediate,Female,20,16-25,AL,Goa
364,C,5249,False,17-01-2018,"Basic Programming Using Python,Lal Bahadur Shastri Institute of Management, Delhi",12-01-2018,masters of computer application,lal bahadur shastri institute of management,Graduate Student,Self,Basic,Female,46,46-55,BT,Jharkhand
364,B,5270,False,17-01-2018,"Basic Programming Using Python,Lal Bahadur Shastri Institute of Management, Delhi",12-01-2018,MCA,LBSIM,Graduate Student,Self,Intermediate,Female,34,26-35,BH,Chhattisgarh
364,B+,5519,False,17-01-2018,"Basic Programming Using Python,Lal Bahadur Shastri Institute of Management, Delhi",12-01-2018,Master Of Computer Applications,Lal Bahadur Shastri Institute of Management,Graduate Student,Self,Basic,Male,42,36-45,AF,Kerala
364,F,5522,False,17-01-2018,"Basic Programming Using Python,Lal Bahadur Shastri Institute of Management, Delhi",12-01-2018,computer science,LBSIM,Graduate Student,Self,Advanced,Female,26,26-35,DM,West Bengal
364,A+,5525,False,17-01-2018,"Basic Programming Using Python,Lal Bahadur Shastri Institute of Management, Delhi",12-01-2018,Mca,Lbsim,Graduate Student,Self,Basic,Male,28,26-35,CZ,Jammu and Kashmir
364,B+,5539,False,17-01-2018,"Basic Programming Using Python,Lal Bahadur Shastri Institute of Management, Delhi",12-01-2018,MCA,Lal Bahadur institute of management,Faculty,Self,Basic,Male,44,36-45,DJ,Tamil Nadu
364,P,5215,False,17-01-2018,"Basic Programming Using Python,Lal Bahadur Shastri Institute of Management, Delhi",12-01-2018,Master of Computer Applications,Lal Bahadur Shastri Institute of Management,School Student,Self,Advanced,Female,27,26-35,BA,Uttar Pradesh
364,B,5222,False,17-01-2018,"Basic Programming Using Python,Lal Bahadur Shastri Institute of Management, Delhi",12-01-2018,MCA,"Lal bahadur institute of management,Dwarka,NewDelhi",Graduate Student,Self,Basic,Female,45,36-45,DB,Mizoram
364,B+,5541,False,17-01-2018,"Basic Programming Using Python,Lal Bahadur Shastri Institute of Management, Delhi",12-01-2018,Computer Application,Lal Bahadur Institute of Management,Postgraduate Student,Self,Advanced,Male,42,36-45,BJ,Orissa
364,P,5472,False,17-01-2018,"Basic Programming Using Python,Lal Bahadur Shastri Institute of Management, Delhi",12-01-2018,MCA,Lal bahadur shastri institute of management,Faculty,Self,Basic,Male,60,56-65,DE,Tripura
364,B+,5543,False,17-01-2018,"Basic Programming Using Python,Lal Bahadur Shastri Institute of Management, Delhi",12-01-2018,MCA,Lal Bahadur Shastri Institute of Management,Graduate Student,Self,Intermediate,Male,37,36-45,BK,West Bengal
364,C,5527,False,17-01-2018,"Basic Programming Using Python,Lal Bahadur Shastri Institute of Management, Delhi",12-01-2018,MCA,LBSIM,Graduate Student,Self,Intermediate,Female,17,16-25,BG,Jharkhand
364,C,5526,False,17-01-2018,"Basic Programming Using Python,Lal Bahadur Shastri Institute of Management, Delhi",12-01-2018,MCA,Lal bahadur shashtri institute of management,Graduate Student,Self,Basic,Female,40,36-45,BC,Andra Pradesh
364,A+,5511,False,17-01-2018,"Basic Programming Using Python,Lal Bahadur Shastri Institute of Management, Delhi",12-01-2018,MCA,Lal Bahadur Shastri Institute of Management,Graduate Student,Self,Advanced,Female,26,26-35,AM,Himachal Pradesh
364,C,5524,False,17-01-2018,"Basic Programming Using Python,Lal Bahadur Shastri Institute of Management, Delhi",12-01-2018,MCA,Lal Bahadur Shastri Institute of Management,School Student,Self,Advanced,Female,19,16-25,DI,Karnataka
364,A+,5514,False,17-01-2018,"Basic Programming Using Python,Lal Bahadur Shastri Institute of Management, Delhi",12-01-2018,MCA,Lal Bahadur Shastri Institute of Management,Graduate Student,Self,Basic,Male,48,46-55,CZ,Jammu and Kashmir
364,B+,5513,False,17-01-2018,"Basic Programming Using Python,Lal Bahadur Shastri Institute of Management, Delhi",12-01-2018,MCA,Lal Bahadur Shastri Institute of Management,Graduate Student,Self,Intermediate,Male,26,26-35,AM,Himachal Pradesh
364,B+,5486,False,17-01-2018,"Basic Programming Using Python,Lal Bahadur Shastri Institute of Management, Delhi",12-01-2018,Mca,Lbsim,others,Self,Advanced,Female,26,26-35,DD,Jharkhand
364,A+,5518,False,17-01-2018,"Basic Programming Using Python,Lal Bahadur Shastri Institute of Management, Delhi",12-01-2018,MCA,"Lal Bahadur Institute Of Management, Delhi",Graduate Student,Self,Basic,Female,38,36-45,BY,Kerala
364,A+,5257,False,17-01-2018,"Basic Programming Using Python,Lal Bahadur Shastri Institute of Management, Delhi",12-01-2018,ggsipu,lal bahadur shastri institute of management,Graduate Student,Self,Basic,Male,47,46-55,AH,Assam
364,B+,5520,False,17-01-2018,"Basic Programming Using Python,Lal Bahadur Shastri Institute of Management, Delhi",12-01-2018,mca,lal bahadur shastri institute of management,Industry Professional,Self,Basic,Female,24,16-25,DL,Assam
364,C,5546,False,17-01-2018,"Basic Programming Using Python,Lal Bahadur Shastri Institute of Management, Delhi",12-01-2018,MCA,Lbsim,Research Scolar,Self,Advanced,Female,18,16-25,DO,Tripura
364,B,5225,False,17-01-2018,"Basic Programming Using Python,Lal Bahadur Shastri Institute of Management, Delhi",12-01-2018,MCA,lal bahadur shastri institute of management,Postgraduate Student,Self,Advanced,Female,55,46-55,CE,Tripura
364,A,5263,False,17-01-2018,"Basic Programming Using Python,Lal Bahadur Shastri Institute of Management, Delhi",12-01-2018,Mca,Lal bahadur shahstri institute of management,Graduate Student,Self,Intermediate,Male,23,16-25,AX,Arunachal Pradesh
364,B,5537,False,17-01-2018,"Basic Programming Using Python,Lal Bahadur Shastri Institute of Management, Delhi",12-01-2018,mca,lal bahadur shastri institute of management,Faculty,Self,Basic,Female,63,56-65,CS,Uttaranchal
364,A,5255,False,17-01-2018,"Basic Programming Using Python,Lal Bahadur Shastri Institute of Management, Delhi",12-01-2018,MCA,Lal Bahadur Shastri Institute Of Management,Graduate Student,Self,Intermediate,Female,39,36-45,BN,Kerala
364,A+,5256,False,17-01-2018,"Basic Programming Using Python,Lal Bahadur Shastri Institute of Management, Delhi",12-01-2018,mca,lal bahadur shastri institute of management,Faculty,Self,Intermediate,Female,23,16-25,DH,Uttar Pradesh
364,A+,5254,False,17-01-2018,"Basic Programming Using Python,Lal Bahadur Shastri Institute of Management, Delhi",12-01-2018,MCA,Lal Bahadur Shastri Institute Of Management,Faculty,Self,Basic,Male,24,16-25,CQ,Jammu and Kashmir
364,F,5523,False,17-01-2018,"Basic Programming Using Python,Lal Bahadur Shastri Institute of Management, Delhi",12-01-2018,MCA,Lal Bahadur Shastri Institute of Management,Graduate Student,Self,Basic,Female,30,26-35,BH,Chhattisgarh
364,A+,5534,False,17-01-2018,"Basic Programming Using Python,Lal Bahadur Shastri Institute of Management, Delhi",12-01-2018,Computer Science,Lal Bahadur Shastri Institute Of Management,Graduate Student,Self,Basic,Male,29,26-35,DQ,Bihar
364,A+,5223,False,17-01-2018,"Basic Programming Using Python,Lal Bahadur Shastri Institute of Management, Delhi",12-01-2018,Information Technology,"Lal Bahadur Shastri Institute of Management,Delhi",Graduate Student,Self,Basic,Male,30,26-35,CW,Tamil Nadu
364,C,5512,False,17-01-2018,"Basic Programming Using Python,Lal Bahadur Shastri Institute of Management, Delhi",12-01-2018,MCA,Lal Bahadur Shastri Institute of Management,Graduate Student,Self,Advanced,Female,19,16-25,BD,Assam
364,A,5262,False,17-01-2018,"Basic Programming Using Python,Lal Bahadur Shastri Institute of Management, Delhi",12-01-2018,MCA,LBSIM,School Student,Self,Basic,Female,33,26-35,BH,Chhattisgarh
364,C,5533,False,17-01-2018,"Basic Programming Using Python,Lal Bahadur Shastri Institute of Management, Delhi",12-01-2018,MCA,LBSIM,Graduate Student,Self,Basic,Male,37,36-45,DD,Jharkhand
364,B+,5455,False,17-01-2018,"Basic Programming Using Python,Lal Bahadur Shastri Institute of Management, Delhi",12-01-2018,MCA,LBSIM,Graduate Student,Self,Basic,Male,46,46-55,AD,Gujarat
364,A,5535,False,17-01-2018,"Basic Programming Using Python,Lal Bahadur Shastri Institute of Management, Delhi",12-01-2018,MCA,LAL BAHADUR SHASTRI INSITUTE OF MANAGEMANT,Graduate Student,Self,Intermediate,Male,28,26-35,CE,Tripura
364,A,1475,False,17-01-2018,"Basic Programming Using Python,Lal Bahadur Shastri Institute of Management, Delhi",12-01-2018,,,Postgraduate Student,Self,Basic,Male,62,56-65,CY,Madya Pradesh
407,A,1475,False,06-03-2018,"Basics Of Python, CHRIST.",27-02-2018,,,Postgraduate Student,Self,Advanced,Male,56,56-65,AO,Bihar
482,B+,1475,False,31-05-2018,Basic Programming Using Python(01 - 31 May),01-05-2018,,,Faculty,Self,Basic,Male,63,56-65,AK,West Bengal
364,A+,5547,False,17-01-2018,"Basic Programming Using Python,Lal Bahadur Shastri Institute of Management, Delhi",12-01-2018,mca,lbsim,Industry Professional,Self,Basic,Female,35,26-35,CG,Madya Pradesh
370,B+,2715,False,21-01-2018,"Basic Programming Using Python workshop,Manav Rachna(18-20/01/2018)",15-01-2018,,,Industry Professional,Self,Basic,Male,25,16-25,AM,Himachal Pradesh
291,A,2715,False,10-02-2018,"ISCP Workshop, LNMIIT, Jaipur, 10th Feb 2018",06-02-2018,,,Graduate Student,Instructor,Intermediate,Female,34,26-35,AO,Bihar
404,A,2715,False,18-02-2018,"Basic Programming Using Python Jawaharlal Institute of Technology, Borawan",13-02-2018,,,Faculty,Self,Basic,Female,37,36-45,BE,Goa
412,A+,2715,False,06-04-2018,Basic Programming Using Python(01 - 31March),27-02-2018,,,Graduate Student,Self,Advanced,Female,25,16-25,DL,Assam
425,A,2715,False,21-03-2018,Python Workshop BEC - Bagalkot (16-03-2018),15-03-2018,,,Industry Professional,Self,Basic,Male,16,16-25,DT,Maharashtra
469,A,2715,True,01-01-2199,Advanced Python,10-04-2018,,,Graduate Student,Self,Advanced,Male,45,36-45,AR,Andra Pradesh
482,B,2715,False,31-05-2018,Basic Programming Using Python(01 - 31 May),01-05-2018,,,Graduate Student,Self,Intermediate,Male,48,46-55,BC,Andra Pradesh
370,A,5554,False,21-01-2018,"Basic Programming Using Python workshop,Manav Rachna(18-20/01/2018)",15-01-2018,ECE,"MRIIRS , Faridabad",Postgraduate Student,Self,Intermediate,Female,44,36-45,AM,Himachal Pradesh
370,B+,5586,False,21-01-2018,"Basic Programming Using Python workshop,Manav Rachna(18-20/01/2018)",15-01-2018,FET,Manav Rachna International University,Graduate Student,Self,Advanced,Female,39,36-45,AF,Kerala
370,A+,5587,False,21-01-2018,"Basic Programming Using Python workshop,Manav Rachna(18-20/01/2018)",15-01-2018,FET,Manav Rachna International University,Graduate Student,Self,Intermediate,Male,41,36-45,CI,Tripura
370,A+,5589,False,21-01-2018,"Basic Programming Using Python workshop,Manav Rachna(18-20/01/2018)",15-01-2018,Electronics and Communication,Manav Rachna International University,Graduate Student,Self,Basic,Male,34,26-35,CU,Himachal Pradesh
370,C,5548,False,21-01-2018,"Basic Programming Using Python workshop,Manav Rachna(18-20/01/2018)",15-01-2018,ECE,Manav Rachna International Institute of Research and Studies,Postgraduate Student,Self,Intermediate,Male,48,46-55,BV,Himachal Pradesh
370,B,5610,False,21-01-2018,"Basic Programming Using Python workshop,Manav Rachna(18-20/01/2018)",15-01-2018,CSE,MRIIS,Industry Professional,Self,Basic,Female,47,46-55,DL,Assam
370,B+,5605,False,21-01-2018,"Basic Programming Using Python workshop,Manav Rachna(18-20/01/2018)",15-01-2018,CSE,MRIIRS,Graduate Student,Self,Advanced,Male,41,36-45,CD,Uttaranchal
370,B+,5609,False,21-01-2018,"Basic Programming Using Python workshop,Manav Rachna(18-20/01/2018)",15-01-2018,Cse,MRIIRS,Postgraduate Student,Self,Basic,Male,26,26-35,DK,Maharashtra
370,A,5607,False,21-01-2018,"Basic Programming Using Python workshop,Manav Rachna(18-20/01/2018)",15-01-2018,CSE CSF,MRIIS,Graduate Student,Self,Intermediate,Female,51,46-55,DS,Jharkhand
370,C,5611,False,21-01-2018,"Basic Programming Using Python workshop,Manav Rachna(18-20/01/2018)",15-01-2018,Cse,Mriis,Faculty,Self,Advanced,Male,39,36-45,DU,Tamil Nadu
370,B+,5613,False,21-01-2018,"Basic Programming Using Python workshop,Manav Rachna(18-20/01/2018)",15-01-2018,Fet,Manav Rachna international university,Graduate Student,Self,Advanced,Female,24,16-25,BX,West Bengal
370,B+,5617,False,21-01-2018,"Basic Programming Using Python workshop,Manav Rachna(18-20/01/2018)",15-01-2018,CSE,MRIIRS,Graduate Student,Self,Intermediate,Female,21,16-25,DN,Jammu and Kashmir
370,B,5563,False,21-01-2018,"Basic Programming Using Python workshop,Manav Rachna(18-20/01/2018)",15-01-2018,ECE,MRIIRS,Graduate Student,Self,Intermediate,Male,35,26-35,DF,Manipur
370,C,5552,False,21-01-2018,"Basic Programming Using Python workshop,Manav Rachna(18-20/01/2018)",15-01-2018,ECE,"MRIIRS, Faridabad",Graduate Student,Self,Advanced,Female,16,16-25,AT,Andra Pradesh
370,C,5579,False,21-01-2018,"Basic Programming Using Python workshop,Manav Rachna(18-20/01/2018)",15-01-2018,FET ECE,MRIIRS,Graduate Student,Self,Advanced,Male,32,26-35,CO,Goa
370,A+,5569,False,21-01-2018,"Basic Programming Using Python workshop,Manav Rachna(18-20/01/2018)",15-01-2018,ECE,MRIIRS,Faculty,Self,Intermediate,Male,63,56-65,DJ,Tamil Nadu
370,A,5557,False,21-01-2018,"Basic Programming Using Python workshop,Manav Rachna(18-20/01/2018)",15-01-2018,ECE,MRIIRS,School Student,Self,Advanced,Female,57,56-65,DC,Punjab
370,C,5604,False,21-01-2018,"Basic Programming Using Python workshop,Manav Rachna(18-20/01/2018)",15-01-2018,Financial Services Group,DXC Technologies,Graduate Student,Self,Intermediate,Female,26,26-35,CJ,Goa
370,B,5571,False,21-01-2018,"Basic Programming Using Python workshop,Manav Rachna(18-20/01/2018)",15-01-2018,ECE,MRIIRS,Graduate Student,Self,Intermediate,Male,54,46-55,DP,Chhattisgarh
370,A+,5558,False,21-01-2018,"Basic Programming Using Python workshop,Manav Rachna(18-20/01/2018)",15-01-2018,ECE,Manav rachna international institute of research and studies,Graduate Student,Self,Advanced,Female,46,46-55,CE,Tripura
370,P,5606,False,21-01-2018,"Basic Programming Using Python workshop,Manav Rachna(18-20/01/2018)",15-01-2018,CSE,MRIIRS,Graduate Student,Self,Advanced,Male,33,26-35,DQ,Bihar
370,C,5591,False,21-01-2018,"Basic Programming Using Python workshop,Manav Rachna(18-20/01/2018)",15-01-2018,Mriic,Manav Rachna,Faculty,Self,Basic,Male,44,36-45,CB,Jharkhand
370,B,5562,False,21-01-2018,"Basic Programming Using Python workshop,Manav Rachna(18-20/01/2018)",15-01-2018,ECE,MRIIRS,Graduate Student,Self,Advanced,Female,34,26-35,DA,Kerala
370,A+,5594,False,21-01-2018,"Basic Programming Using Python workshop,Manav Rachna(18-20/01/2018)",15-01-2018,C.S.E.,echelon institute of technology,Graduate Student,Self,Basic,Male,49,46-55,AQ,Jharkhand
370,A+,5559,False,21-01-2018,"Basic Programming Using Python workshop,Manav Rachna(18-20/01/2018)",15-01-2018,Faculty of engineering and technology,MRIIRS,Graduate Student,Self,Basic,Male,23,16-25,AC,Punjab
370,B+,5556,False,21-01-2018,"Basic Programming Using Python workshop,Manav Rachna(18-20/01/2018)",15-01-2018,ECE,Manav rachna international university,Faculty,Self,Advanced,Male,28,26-35,AD,Gujarat
370,A+,5616,False,21-01-2018,"Basic Programming Using Python workshop,Manav Rachna(18-20/01/2018)",15-01-2018,ECE,MRIIRS,Postgraduate Student,Self,Advanced,Male,28,26-35,CD,Uttaranchal
370,B,5608,False,21-01-2018,"Basic Programming Using Python workshop,Manav Rachna(18-20/01/2018)",15-01-2018,Cse,MRIIS,Faculty,Self,Basic,Male,28,26-35,CB,Jharkhand
370,A,5565,False,21-01-2018,"Basic Programming Using Python workshop,Manav Rachna(18-20/01/2018)",15-01-2018,ECE,MRIIRS,Graduate Student,Self,Intermediate,Male,57,56-65,DE,Tripura
370,A+,5566,False,21-01-2018,"Basic Programming Using Python workshop,Manav Rachna(18-20/01/2018)",15-01-2018,FET,MRIIRS,Graduate Student,Self,Basic,Male,49,46-55,DB,Mizoram
370,F,5625,False,21-01-2018,"Basic Programming Using Python workshop,Manav Rachna(18-20/01/2018)",15-01-2018,ECE,MRIIRS,Industry Professional,Self,Basic,Male,43,36-45,CB,Jharkhand
370,A,5581,False,21-01-2018,"Basic Programming Using Python workshop,Manav Rachna(18-20/01/2018)",15-01-2018,ECE,MRIIRS,Graduate Student,Self,Basic,Male,33,26-35,CZ,Jammu and Kashmir
370,C,5593,False,21-01-2018,"Basic Programming Using Python workshop,Manav Rachna(18-20/01/2018)",15-01-2018,ECE,MRIIRS,Graduate Student,Self,Intermediate,Male,43,36-45,AU,Jammu and Kashmir
370,A,5583,False,21-01-2018,"Basic Programming Using Python workshop,Manav Rachna(18-20/01/2018)",15-01-2018,FET,Manav Rachna International Institute of Research and Studies,Faculty,Self,Intermediate,Female,62,56-65,AF,Kerala
